"","article","zone","word","time","length","log_gmean_freq","is_first","is_last","has_punct","has_num","has_punct_prev_1","has_num_prev_1","sent_id","tokenN_in_sent","pos","length_prev_1","length_prev_2","log_gmean_freq_prev_1","log_gmean_freq_prev_2"
26,1,27,"is",325.2470588235294,2,13.146062325742149,False,False,False,False,False,False,1,1,"cop",2.0,4.581220748829953,12.68467668499508,11.29753723775519
27,1,28,"in",318.2674418604651,2,14.451279123971284,False,False,False,False,False,False,1,2,"case",2.0,2.0,13.146062325742149,12.68467668499508
28,1,29,"this",341.2235294117648,4,11.879358642104634,False,False,False,False,False,False,1,3,"det",2.0,2.0,14.451279123971284,13.146062325742149
29,1,30,"valley",375.8,6,7.970394907191429,False,False,False,False,False,False,1,4,"root",4.0,2.0,11.879358642104634,14.451279123971284
30,1,31,"where",363.1294117647059,5,11.21949356053784,False,False,False,False,False,False,1,5,"advmod",6.0,4.0,7.970394907191429,11.879358642104634
31,1,32,"you",365.4367816091954,3,10.196455629417146,False,False,False,False,False,False,1,6,"nsubj",5.0,6.0,11.21949356053784,7.970394907191429
32,1,33,"would",323.5581395348837,5,11.7418363531785,False,False,False,False,False,False,1,7,"aux",3.0,5.0,10.196455629417146,11.21949356053784
33,1,34,"find",305.32941176470587,4,9.423029465386534,False,False,False,False,False,False,1,8,"acl:relcl",5.0,3.0,11.7418363531785,10.196455629417146
34,1,35,"the",355.85714285714283,3,15.52756444324176,False,False,False,False,False,False,1,9,"det",4.0,5.0,9.423029465386534,11.7418363531785
35,1,36,"city",320.2988505747126,4,10.55965949697118,False,False,False,False,False,False,1,10,"dobj",3.0,4.0,15.52756444324176,9.423029465386534
36,1,37,"of",418.4367816091954,2,14.81543924991672,False,False,False,False,False,False,1,11,"case",4.0,3.0,10.55965949697118,15.52756444324176
37,1,38,"Bradford,",440.5764705882353,9,10.788951447367442,False,False,True,False,False,False,1,13,"punct",2.0,4.0,14.81543924991672,10.55965949697118
38,1,39,"where",377.3095238095238,5,11.21949356053784,False,False,False,False,True,False,1,14,"advmod",9.0,2.0,10.788951447367442,14.81543924991672
39,1,40,"once",353.95402298850576,4,9.736488011839958,False,False,False,False,False,False,1,15,"advmod",5.0,9.0,11.21949356053784,10.788951447367442
40,1,41,"a",397.41379310344826,1,14.325739803932372,False,False,False,False,False,False,1,16,"det",4.0,5.0,9.736488011839958,11.21949356053784
41,1,42,"thousand",455.13953488372096,8,7.9865049385539955,False,False,False,True,False,False,1,17,"nummod",1.0,4.0,14.325739803932372,9.736488011839958
42,1,43,"spinning",459.0238095238095,8,6.391917113392602,False,False,False,False,False,True,1,18,"amod",8.0,1.0,7.9865049385539955,14.325739803932372
43,1,44,"jennies",0.0,7,9.23071570393106,False,False,False,False,False,False,1,19,"nsubj",8.0,8.0,6.391917113392602,7.9865049385539955
44,1,45,"that",0.0,4,13.426455564376912,False,False,False,False,False,False,1,20,"nsubj",7.0,8.0,9.23071570393106,6.391917113392602
45,1,46,"hummed",432.3139534883721,6,8.279929789720242,False,False,False,False,False,False,1,21,"acl:relcl",4.0,7.0,13.426455564376912,9.23071570393106
46,1,47,"and",407.40697674418607,3,14.71127893960382,False,False,False,False,False,False,1,22,"cc",6.0,4.0,8.279929789720242,13.426455564376912
47,1,48,"clattered",414.8117647058824,9,8.022220787888891,False,False,False,False,False,False,1,23,"conj",3.0,6.0,14.71127893960382,8.279929789720242
48,1,49,"spun",453.9647058823529,4,9.76416262618481,False,False,False,False,False,False,1,24,"advcl",9.0,3.0,8.022220787888891,14.71127893960382
49,1,50,"wool",426.8720930232558,4,6.984716320118266,False,False,False,False,False,False,1,25,"dobj",4.0,9.0,9.76416262618481,8.022220787888891
50,1,51,"into",392.5595238095238,4,11.724878636888786,False,False,False,False,False,False,1,26,"case",4.0,4.0,6.984716320118266,9.76416262618481
51,1,52,"money",384.2068965517241,5,9.318297513481276,False,False,False,False,False,False,1,27,"nmod",4.0,4.0,11.724878636888786,6.984716320118266
52,1,53,"for",385.4712643678161,3,13.42421607066536,False,False,False,False,False,False,1,28,"case",5.0,4.0,9.318297513481276,11.724878636888786
53,1,54,"the",462.6470588235294,3,15.52756444324176,False,False,False,False,False,False,1,29,"det",3.0,5.0,13.42421607066536,9.318297513481276
54,1,55,"long-bearded",441.1976744186047,12,10.006521195699149,False,False,False,False,False,False,1,30,"amod",3.0,3.0,15.52756444324176,13.42421607066536
55,1,56,"mill",0.0,4,7.970394907191429,False,False,False,False,False,False,1,31,"compound",12.0,3.0,10.006521195699149,15.52756444324176
56,1,57,"owners.",0.0,7,11.504060301884154,False,True,True,False,False,False,1,33,"punct",4.0,12.0,7.970394907191429,10.006521195699149
57,1,58,"That",415.6896551724138,4,13.426455564376912,True,False,False,False,True,False,2,0,"mark",4.581220748829953,4.581220748829953,11.29753723775519,11.29753723775519
58,1,59,"all",439.0114942528736,3,11.516349595936925,False,False,False,False,False,False,2,1,"det",4.0,4.581220748829953,13.426455564376912,11.29753723775519
59,1,60,"mill",429.5287356321839,4,7.970394907191429,False,False,False,False,False,False,2,2,"compound",3.0,4.0,11.516349595936925,13.426455564376912
60,1,61,"owners",381.5287356321839,6,8.014335737299424,False,False,False,False,False,False,2,3,"nsubj",4.0,3.0,7.970394907191429,11.516349595936925
61,1,62,"were",387.1976744186047,4,12.777280979501404,False,False,False,False,False,False,2,4,"cop",6.0,4.0,8.014335737299424,7.970394907191429
62,1,63,"generally",378.5402298850575,9,9.564512185696795,False,False,False,False,False,False,2,5,"advmod",4.0,6.0,12.777280979501404,8.014335737299424
63,1,64,"busy",369.5119047619048,4,7.105786129481271,False,False,False,False,False,False,2,6,"csubjpass",9.0,4.0,9.564512185696795,12.777280979501404
64,1,65,"as",388.72093023255815,2,13.418144563312724,False,False,False,False,False,False,2,7,"case",4.0,9.0,7.105786129481271,9.564512185696795
65,1,66,"beavers",359.7906976744186,7,9.404781767796482,False,False,False,False,False,False,2,8,"nmod",2.0,4.0,13.418144563312724,7.105786129481271
66,1,67,"and",362.5057471264368,3,14.71127893960382,False,False,False,False,False,False,2,9,"cc",7.0,2.0,9.404781767796482,13.418144563312724
67,1,68,"quite",385.735632183908,5,8.431199478249262,False,False,False,False,False,False,2,10,"advmod",3.0,7.0,14.71127893960382,9.404781767796482
68,1,69,"pleased",343.93023255813955,7,7.329749689041512,False,False,False,False,False,False,2,11,"conj",5.0,3.0,8.431199478249262,14.71127893960382
69,1,70,"with",370.3793103448276,4,13.349855858400243,False,False,False,False,False,False,2,12,"case",7.0,5.0,7.329749689041512,8.431199478249262
70,1,71,"themselves",371.4705882352941,10,9.203215047033597,False,False,False,False,False,False,2,13,"nmod",4.0,7.0,13.349855858400243,7.329749689041512
71,1,72,"for",349.0581395348837,3,13.42421607066536,False,False,False,False,False,False,2,14,"mark",10.0,4.0,9.203215047033597,13.349855858400243
72,1,73,"being",339.4651162790698,5,11.120904576969489,False,False,False,False,False,False,2,15,"cop",3.0,10.0,13.42421607066536,9.203215047033597
73,1,74,"so",345.9647058823529,2,10.90476260831528,False,False,False,False,False,False,2,16,"advmod",5.0,3.0,11.120904576969489,13.42421607066536
74,1,75,"successful",380.4767441860465,10,9.53755560876329,False,False,False,False,False,False,2,17,"advcl",2.0,5.0,10.90476260831528,11.120904576969489
75,1,76,"and",362.9529411764706,3,14.71127893960382,False,False,False,False,False,False,2,18,"cc",10.0,2.0,9.53755560876329,10.90476260831528
76,1,77,"well",361.2738095238095,4,11.021052434120923,False,False,False,False,False,False,2,19,"conj",3.0,10.0,14.71127893960382,9.53755560876329
77,1,78,"off",357.0919540229885,3,10.582763977410282,False,False,False,False,False,False,2,20,"advmod",4.0,3.0,11.021052434120923,14.71127893960382
78,1,79,"was",353.41379310344826,3,13.887766101144674,False,False,False,False,False,False,2,21,"auxpass",3.0,4.0,10.582763977410282,11.021052434120923
79,1,80,"known",357.0232558139535,5,10.82639633671186,False,False,False,False,False,False,2,22,"root",3.0,3.0,13.887766101144674,10.582763977410282
80,1,81,"to",344.45348837209303,2,14.49430827566318,False,False,False,False,False,False,2,23,"case",5.0,3.0,10.82639633671186,13.887766101144674
81,1,82,"the",381.80232558139534,3,15.52756444324176,False,False,False,False,False,False,2,24,"det",2.0,5.0,14.49430827566318,10.82639633671186
82,1,83,"residents",365.5,9,8.75904072752422,False,False,False,False,False,False,2,25,"nmod",3.0,2.0,15.52756444324176,14.49430827566318
83,1,84,"of",388.9651162790698,2,14.81543924991672,False,False,False,False,False,False,2,26,"case",9.0,3.0,8.75904072752422,15.52756444324176
84,1,85,"Bradford,",399.6117647058824,9,10.788951447367442,False,False,True,False,False,False,2,28,"punct",2.0,9.0,14.81543924991672,8.75904072752422
85,1,86,"and",367.6309523809524,3,14.71127893960382,False,False,False,False,True,False,2,29,"cc",9.0,2.0,10.788951447367442,14.81543924991672
86,1,87,"if",328.6860465116279,2,10.427268887462334,False,False,False,False,False,False,2,30,"mark",3.0,9.0,14.71127893960382,10.788951447367442
87,1,88,"you",329.86206896551727,3,10.196455629417146,False,False,False,False,False,False,2,31,"nsubj",2.0,3.0,10.427268887462334,14.71127893960382
88,1,89,"were",331.6046511627907,4,12.777280979501404,False,False,False,False,False,False,2,32,"advcl",3.0,2.0,10.196455629417146,10.427268887462334
89,1,90,"to",315.4186046511628,2,14.49430827566318,False,False,False,False,False,False,2,33,"mark",4.0,3.0,12.777280979501404,10.196455629417146
90,1,91,"go",344.7931034482759,2,9.65617937422262,False,False,False,False,False,False,2,34,"xcomp",2.0,4.0,14.49430827566318,12.777280979501404
91,1,92,"into",332.2823529411765,4,11.724878636888786,False,False,False,False,False,False,2,35,"case",2.0,2.0,9.65617937422262,14.49430827566318
92,1,93,"the",326.1294117647059,3,15.52756444324176,False,False,False,False,False,False,2,36,"det",4.0,2.0,11.724878636888786,9.65617937422262
93,1,94,"city",319.5833333333333,4,10.55965949697118,False,False,False,False,False,False,2,37,"nmod",3.0,4.0,15.52756444324176,11.724878636888786
94,1,95,"to",319.0813953488372,2,14.49430827566318,False,False,False,False,False,False,2,38,"mark",4.0,3.0,10.55965949697118,15.52756444324176
95,1,96,"visit",330.9186046511628,5,8.731174900938061,False,False,False,False,False,False,2,39,"xcomp",2.0,4.0,14.49430827566318,10.55965949697118
96,1,97,"the",370.7325581395349,3,15.52756444324176,False,False,False,False,False,False,2,40,"det",5.0,2.0,8.731174900938061,14.49430827566318
97,1,98,"stately",393.6976744186047,7,9.102217871414648,False,False,False,False,False,False,2,41,"amod",3.0,5.0,15.52756444324176,8.731174900938061
98,1,99,"City",385.6279069767442,4,10.55965949697118,False,False,False,False,False,False,2,42,"compound",7.0,3.0,9.102217871414648,15.52756444324176
99,1,100,"Hall,",395.3908045977012,5,11.892014492456102,False,False,True,False,False,False,2,44,"punct",4.0,7.0,10.55965949697118,9.102217871414648
100,1,101,"you",334.367816091954,3,10.196455629417146,False,False,False,False,True,False,2,45,"nsubj",5.0,4.0,11.892014492456102,10.55965949697118
101,1,102,"would",327.7931034482759,5,11.7418363531785,False,False,False,False,False,False,2,46,"aux",3.0,5.0,10.196455629417146,11.892014492456102
102,1,103,"see",333.4418604651163,3,9.49521851709523,False,False,False,False,False,False,2,47,"conj",5.0,3.0,11.7418363531785,10.196455629417146
103,1,104,"there",341.1162790697674,5,11.024513436041138,False,False,False,False,False,False,2,48,"advmod",3.0,5.0,9.49521851709523,11.7418363531785
104,1,105,"the",391.2298850574713,3,15.52756444324176,False,False,False,False,False,False,2,49,"det",5.0,3.0,11.024513436041138,9.49521851709523
105,1,106,"Crest",381.2441860465116,5,7.277938572945661,False,False,False,False,False,False,2,50,"dobj",3.0,5.0,15.52756444324176,11.024513436041138
106,1,107,"of",333.6385542168675,2,14.81543924991672,False,False,False,False,False,False,2,51,"case",5.0,3.0,7.277938572945661,15.52756444324176
107,1,108,"the",341.7142857142857,3,15.52756444324176,False,False,False,False,False,False,2,52,"det",2.0,5.0,14.81543924991672,7.277938572945661
108,1,109,"City",353.95348837209303,4,10.55965949697118,False,False,False,False,False,False,2,53,"nmod",3.0,2.0,15.52756444324176,14.81543924991672
109,1,110,"of",357.91764705882355,2,14.81543924991672,False,False,False,False,False,False,2,54,"case",4.0,3.0,10.55965949697118,15.52756444324176
110,1,111,"Bradford,",387.5882352941176,9,10.788951447367442,False,False,True,False,False,False,2,56,"punct",2.0,4.0,14.81543924991672,10.55965949697118
111,1,112,"which",374.15294117647056,5,12.511433768554898,False,False,False,False,True,False,2,57,"dobj",9.0,2.0,10.788951447367442,14.81543924991672
112,1,113,"those",356.63529411764705,5,10.330094260397669,False,False,False,False,False,False,2,58,"det",5.0,9.0,12.511433768554898,10.788951447367442
113,1,114,"same",394.0919540229885,4,10.706878307194833,False,False,False,False,False,False,2,59,"amod",5.0,5.0,10.330094260397669,12.511433768554898
114,1,115,"mill",350.5,4,7.970394907191429,False,False,False,False,False,False,2,60,"compound",4.0,5.0,10.706878307194833,10.330094260397669
115,1,116,"owners",380.0581395348837,6,8.014335737299424,False,False,False,False,False,False,2,61,"nsubj",4.0,4.0,7.970394907191429,10.706878307194833
116,1,117,"created",360.8372093023256,7,9.855766816324715,False,False,False,False,False,False,2,62,"dep",6.0,4.0,8.014335737299424,7.970394907191429
117,1,118,"to",371.52941176470586,2,14.49430827566318,False,False,False,False,False,False,2,63,"mark",7.0,6.0,9.855766816324715,8.014335737299424
118,1,119,"celebrate",342.9529411764706,9,7.317212408359839,False,False,False,False,False,False,2,64,"xcomp",2.0,7.0,14.49430827566318,9.855766816324715
119,1,120,"their",400.2619047619048,5,12.134302707274616,False,False,False,False,False,False,2,65,"nmod:poss",9.0,2.0,7.317212408359839,14.49430827566318
120,1,121,"achievements.",419.1860465116279,13,11.092983462591064,False,True,True,False,False,False,2,67,"punct",5.0,9.0,12.134302707274616,7.317212408359839
121,1,122,"It",388.6206896551725,2,12.68467668499508,True,False,False,False,True,False,3,0,"nsubj",4.581220748829953,4.581220748829953,11.29753723775519,11.29753723775519
122,1,123,"shows",338.9080459770115,5,9.302463660851988,False,False,False,False,False,False,3,1,"root",2.0,4.581220748829953,12.68467668499508,11.29753723775519
123,1,124,"a",380.2906976744186,1,14.325739803932372,False,False,False,False,False,False,3,2,"det",5.0,2.0,9.302463660851988,12.68467668499508
124,1,125,"sinister",426.8837209302326,8,7.767995128515277,False,False,False,False,False,False,3,3,"amod",1.0,5.0,14.325739803932372,9.302463660851988
125,1,126,"looking",407.5176470588235,7,8.399535147948004,False,False,False,False,False,False,3,4,"amod",8.0,1.0,7.767995128515277,14.325739803932372
126,1,127,"boar's",406.3837209302326,6,11.7748043406258,False,False,False,False,False,False,3,6,"case",7.0,8.0,8.399535147948004,7.767995128515277
127,1,128,"head",424.8390804597701,4,10.02167050821384,False,False,False,False,False,False,3,7,"dobj",6.0,7.0,11.7748043406258,8.399535147948004
128,1,129,"sitting",356.8488372093023,7,7.676009932028887,False,False,False,False,False,False,3,8,"acl",4.0,6.0,10.02167050821384,11.7748043406258
129,1,130,"on",340.74418604651163,2,13.43917066296584,False,False,False,False,False,False,3,9,"case",7.0,4.0,7.676009932028887,10.02167050821384
130,1,131,"top",349.91954022988506,3,10.197536811366067,False,False,False,False,False,False,3,10,"nmod",2.0,7.0,13.43917066296584,7.676009932028887
131,1,132,"of",350.04597701149424,2,14.81543924991672,False,False,False,False,False,False,3,11,"case",3.0,2.0,10.197536811366067,13.43917066296584
132,1,133,"a",343.13953488372096,1,14.325739803932372,False,False,False,False,False,False,3,12,"det",2.0,3.0,14.81543924991672,10.197536811366067
133,1,134,"well",375.6627906976744,4,11.021052434120923,False,False,False,False,False,False,3,13,"nmod",1.0,2.0,14.325739803932372,14.81543924991672
134,1,135,"which",423.2352941176471,5,12.511433768554898,False,False,False,False,False,False,3,14,"nsubj",4.0,1.0,11.021052434120923,14.325739803932372
135,1,136,"seems",425.9647058823529,5,8.32579052588609,False,False,False,False,False,False,3,15,"dep",5.0,4.0,12.511433768554898,11.021052434120923
136,1,137,"puzzling",375.2068965517241,8,7.527732783951736,False,False,False,False,False,False,3,16,"xcomp",5.0,5.0,8.32579052588609,12.511433768554898
137,1,138,"at",353.5176470588235,2,12.940795936193728,False,False,False,False,False,False,3,17,"case",8.0,5.0,7.527732783951736,8.32579052588609
138,1,139,"first,",343.74418604651163,6,13.69777348197673,False,False,True,False,False,False,3,19,"punct",2.0,8.0,12.940795936193728,7.527732783951736
139,1,140,"but",331.1046511627907,3,12.219087582607669,False,False,False,False,True,False,3,20,"cc",6.0,2.0,13.69777348197673,12.940795936193728
140,1,141,"the",358.85057471264366,3,15.52756444324176,False,False,False,False,False,False,3,21,"det",3.0,6.0,12.219087582607669,13.69777348197673
141,1,142,"reason",340.8735632183908,6,8.736489351001554,False,False,False,False,False,False,3,22,"nsubj",3.0,3.0,15.52756444324176,12.219087582607669
142,1,143,"for",341.3103448275862,3,13.42421607066536,False,False,False,False,False,False,3,23,"case",6.0,3.0,8.736489351001554,15.52756444324176
143,1,144,"this",340.5581395348837,4,11.879358642104634,False,False,False,False,False,False,3,24,"det",3.0,6.0,13.42421607066536,8.736489351001554
144,1,145,"symbol",348.8850574712644,6,8.40827078419205,False,False,False,False,False,False,3,25,"nmod",4.0,3.0,11.879358642104634,13.42421607066536
145,1,146,"is",328.1511627906977,2,13.146062325742149,False,False,False,False,False,False,3,26,"cop",6.0,4.0,8.40827078419205,11.879358642104634
146,1,147,"a",355.4482758620689,1,14.325739803932372,False,False,False,False,False,False,3,27,"det",2.0,6.0,13.146062325742149,8.40827078419205
147,1,148,"matter",327.264367816092,6,8.717845704894916,False,False,False,False,False,False,3,28,"conj",1.0,2.0,14.325739803932372,13.146062325742149
148,1,149,"of",372.4117647058824,2,14.81543924991672,False,False,False,False,False,False,3,29,"case",6.0,1.0,8.717845704894916,14.325739803932372
149,1,150,"legend.",392.7241379310345,7,11.245218652318584,False,True,True,False,False,False,3,31,"punct",2.0,6.0,14.81543924991672,8.717845704894916
150,1,151,"There",364.2873563218391,5,11.024513436041138,True,False,False,False,True,False,4,0,"expl",4.581220748829953,4.581220748829953,11.29753723775519,11.29753723775519
151,1,152,"was",331.6551724137931,3,13.887766101144674,False,False,False,False,False,False,4,1,"root",5.0,4.581220748829953,11.024513436041138,11.29753723775519
152,1,153,"once,",342.8965517241379,5,12.492938445866102,False,False,True,False,False,False,4,3,"punct",3.0,5.0,13.887766101144674,11.024513436041138
153,1,154,"legend",455.2873563218391,6,7.496652438168283,False,False,False,False,True,False,4,4,"nsubj",5.0,3.0,12.492938445866102,13.887766101144674
154,1,155,"has",376.0229885057472,3,11.9221435219477,False,False,False,False,False,False,4,5,"parataxis",6.0,5.0,7.496652438168283,12.492938445866102
155,1,156,"it,",358.2068965517241,3,13.967032782443663,False,False,True,False,False,False,4,7,"punct",3.0,6.0,11.9221435219477,7.496652438168283
156,1,157,"a",369.04597701149424,1,14.325739803932372,False,False,False,False,True,False,4,8,"det",3.0,3.0,13.967032782443663,11.9221435219477
157,1,158,"fearsome",369.9767441860465,8,7.912664336127854,False,False,False,False,False,False,4,9,"amod",1.0,3.0,14.325739803932372,13.967032782443663
158,1,159,"boar,",375.0232558139535,5,11.414763293252184,False,False,True,False,False,False,4,11,"punct",8.0,1.0,7.912664336127854,14.325739803932372
159,1,160,"which",363.3837209302326,5,12.511433768554898,False,False,False,False,True,False,4,12,"nsubj",5.0,8.0,11.414763293252184,7.912664336127854
160,1,161,"lived",324.90588235294115,5,8.885440911707585,False,False,False,False,False,False,4,13,"acl:relcl",5.0,5.0,12.511433768554898,11.414763293252184
161,1,162,"in",302.56976744186045,2,14.451279123971284,False,False,False,False,False,False,4,14,"case",5.0,5.0,8.885440911707585,12.511433768554898
162,1,163,"a",363.1976744186047,1,14.325739803932372,False,False,False,False,False,False,4,15,"det",2.0,5.0,14.451279123971284,8.885440911707585
163,1,164,"wood",357.7674418604651,4,8.41316512099219,False,False,False,False,False,False,4,16,"nmod",1.0,2.0,14.325739803932372,14.451279123971284
164,1,165,"located",424.8735632183908,7,9.735601303538427,False,False,False,False,False,False,4,17,"acl",4.0,1.0,8.41316512099219,14.325739803932372
165,1,166,"just",342.74117647058824,4,10.374584334073122,False,False,False,False,False,False,4,18,"advmod",7.0,4.0,9.735601303538427,8.41316512099219
166,1,167,"outside",323.74418604651163,7,9.42181611842271,False,False,False,False,False,False,4,19,"case",4.0,7.0,10.374584334073122,9.735601303538427
167,1,168,"the",350.36046511627904,3,15.52756444324176,False,False,False,False,False,False,4,20,"det",7.0,4.0,9.42181611842271,10.374584334073122
168,1,169,"manor",353.3333333333333,5,6.871091294610546,False,False,False,False,False,False,4,21,"nmod",3.0,7.0,15.52756444324176,9.42181611842271
169,1,170,"of",407.0232558139535,2,14.81543924991672,False,False,False,False,False,False,4,22,"case",5.0,3.0,6.871091294610546,15.52756444324176
170,1,171,"Bradford.",391.6162790697674,9,10.7250504440116,False,True,True,False,False,False,4,24,"punct",2.0,5.0,14.81543924991672,6.871091294610546
171,1,172,"A",365.5348837209302,1,14.325739803932372,True,False,False,False,True,False,5,0,"det",4.581220748829953,4.581220748829953,11.29753723775519,11.29753723775519
172,1,173,"source",345.7931034482759,6,8.890823576004383,False,False,False,False,False,False,5,1,"nsubj",1.0,4.581220748829953,14.325739803932372,11.29753723775519
173,1,174,"of",333.8045977011494,2,14.81543924991672,False,False,False,False,False,False,5,2,"case",6.0,1.0,8.890823576004383,14.325739803932372
174,1,175,"great",358.3103448275862,5,9.800235922725651,False,False,False,False,False,False,5,3,"amod",2.0,6.0,14.81543924991672,8.890823576004383
175,1,176,"trouble",338.4651162790698,7,7.678326356506885,False,False,False,False,False,False,5,4,"nmod",5.0,2.0,9.800235922725651,14.81543924991672
176,1,177,"to",319.2093023255814,2,14.49430827566318,False,False,False,False,False,False,5,5,"case",7.0,5.0,7.678326356506885,9.800235922725651
177,1,178,"the",308.9418604651163,3,15.52756444324176,False,False,False,False,False,False,5,6,"det",2.0,7.0,14.49430827566318,7.678326356506885
178,1,179,"local",307.4470588235294,5,10.163464353895687,False,False,False,False,False,False,5,7,"amod",3.0,2.0,15.52756444324176,14.49430827566318
179,1,180,"folk",336.04651162790697,4,8.000349495324684,False,False,False,False,False,False,5,8,"nmod",5.0,3.0,10.163464353895687,15.52756444324176
180,1,181,"the",346.2352941176471,3,15.52756444324176,False,False,False,False,False,False,5,9,"det",4.0,5.0,8.000349495324684,10.163464353895687
181,1,182,"boar",342.5529411764706,4,9.497450499932151,False,False,False,False,False,False,5,10,"nsubj",3.0,4.0,15.52756444324176,8.000349495324684
182,1,183,"was,",374.7142857142857,4,14.56857749051846,False,False,True,False,False,False,5,12,"punct",4.0,3.0,9.497450499932151,15.52756444324176
183,1,184,"bringing",374.5,8,8.178077463849608,False,False,False,False,True,False,5,13,"dep",4.0,4.0,14.56857749051846,9.497450499932151
184,1,185,"terror",347.4235294117647,6,7.294377299288821,False,False,False,False,False,False,5,14,"dobj",8.0,4.0,8.178077463849608,14.56857749051846
185,1,186,"to",320.5,2,14.49430827566318,False,False,False,False,False,False,5,15,"case",6.0,8.0,7.294377299288821,8.178077463849608
186,1,187,"the",332.1511627906977,3,15.52756444324176,False,False,False,False,False,False,5,16,"det",2.0,6.0,14.49430827566318,7.294377299288821
187,1,188,"peaceful",336.86046511627904,8,6.879355804460439,False,False,False,False,False,False,5,17,"amod",3.0,2.0,15.52756444324176,14.49430827566318
188,1,189,"flocks",329.51162790697674,6,6.008813185442595,False,False,False,False,False,False,5,18,"nmod",8.0,3.0,6.879355804460439,15.52756444324176
189,1,190,"and",341.6860465116279,3,14.71127893960382,False,False,False,False,False,False,5,19,"cc",6.0,8.0,6.008813185442595,6.879355804460439
